epoch,train_loss,train_top1_acc,train_time,test_loss,test_top1_acc,test_time
0,1.7186758350372315,35.508,0.2077408562535825,1.8913504175186158,42.69,0.10879916782620587
1,1.1921292053604127,57.524,0.15833523755183304,1.9043117511749268,47.469997,0.0741277978390078
2,0.9867954461669922,65.1,0.15843909902645803,1.003409628200531,65.02,0.07573635366898548
3,0.8549824076843262,70.203995,0.15889753405090487,1.2800399438858032,59.35,0.07378972934771187
4,0.8024620670700073,71.897995,0.15804542787849446,1.0637644150733947,63.98,0.07342494892168648
5,0.7607539273452759,73.636,0.15812522919891436,1.971150503540039,47.51,0.07281291032139259
6,0.7369820809745788,74.368,0.15769805383804203,1.0073568813323974,65.86,0.0741335561003866
7,0.726298410320282,74.736,0.15771273151992837,1.1390433750152589,64.83,0.07420830183391329
8,0.7093759432029724,75.256,0.15851825460448593,1.2039765776634217,56.329998,0.0739667928671535
9,0.698684423160553,75.619995,0.1596793750362933,1.4586161922454834,58.43,0.07098631919184818
10,0.6841008274841308,76.257996,0.1581569461871291,1.9043197607040405,51.53,0.07438267333598077
11,0.6770576693725586,76.206,0.1585461745786545,3.7124702766418456,31.22,0.07411607609519476
12,0.6671627382659913,76.872,0.15822741991418707,1.5293225746154786,56.52,0.07403198676773265
13,0.6658264241027833,76.794,0.1584428179904323,0.9966653612136841,65.31,0.07629751555527313
14,0.6548788228797913,77.404,0.15767273085806377,1.843344856262207,50.039997,0.07384946678258196
15,0.6506225549125672,77.422,0.15963739690268436,1.4368955894470214,53.859997,0.076051730143873
16,0.641263125114441,77.844,0.15810715572913284,1.6720864791870118,53.289997,0.07431304002109962
17,0.6324645986557007,78.252,0.15850680624432575,2.427714986419678,31.47,0.07381404804278023
18,0.6217565050697327,78.624,0.15759323381097115,2.0057094202041625,43.21,0.07438603533974177
19,0.619559656944275,78.542,0.15927569457637075,3.805382294464111,30.849998,0.07431897030601019
20,0.620883155708313,78.509995,0.15838396884596256,4.980873179244995,21.14,0.07420960257324992
21,0.6151969909095765,78.537994,0.15854741484307877,1.246067241668701,61.73,0.07621372802348077
22,0.5986466629600525,79.476,0.1581383440500635,3.7035077560424803,26.89,0.07343424422831475
23,0.6051442302894592,79.098,0.15770433747859866,1.5774456895828246,47.899998,0.07379391827160799
24,0.5930733627414704,79.5,0.15848452721715278,1.631273836326599,50.21,0.07586703119398672
25,0.5873842794418335,79.549995,0.15816051331932282,2.1519118007659914,37.09,0.07422439056106761
26,0.587403104801178,79.799995,0.15828127751265036,1.6258313358306884,44.489998,0.07441378545157518
27,0.5840509708404541,79.604,0.15812367124630666,1.8190947509765625,41.789997,0.07599931427195103
28,0.5890122651100159,79.369995,0.1588218986530743,5.251835585021973,24.39,0.07416142391253121
29,0.5802752198982238,80.082,0.1587061601526597,1.4169178067207338,55.05,0.07457051699674583
30,0.5738689657974243,80.192,0.1588885217066616,2.3956296909332275,39.71,0.07445062263102471
31,0.5701926173496247,80.17,0.1584682751189717,2.5444782802581787,38.8,0.07409416572957099
32,0.5643678977394104,80.238,0.1581789154530791,3.6704675914764406,20.74,0.07482582707948322
33,0.5638672320938111,80.574,0.15834124313900844,1.6329801332473755,53.94,0.07290454152264172
34,0.5653745146179199,80.32,0.15960307011518943,1.9513593521118164,43.37,0.07471238510518134
35,0.5611827575111389,80.78,0.15919176818769606,3.880444604873657,25.32,0.07607333871382702
36,0.5578880352210999,80.638,0.15877558569164227,1.6567370790481568,48.079998,0.07406118851673754
37,0.5540982597541809,80.748,0.15901302437648138,1.4809571342468262,51.309998,0.07460095309003999
38,0.5566325242519379,80.698,0.15813127381112568,4.449007758331299,25.38,0.07394481912443909
39,0.55022817861557,80.7,0.1581506094969142,3.639575002670288,24.039999,0.07466884504390668
40,0.5455588787841796,81.044,0.1596222240906542,2.616172667312622,32.7,0.07388045516195177
41,0.5506211685752869,80.827995,0.15881553757221192,1.6674839504241943,46.949997,0.07408929776541795
42,0.5507585753059387,80.95,0.1585747555393697,1.7342925991058349,42.7,0.07360738138609295
43,0.5444040069198608,81.056,0.15830858345226864,1.5548168888092042,50.739998,0.0739265363427657
44,0.5493463550949097,80.892,0.15901116946774066,2.4012762535095216,28.05,0.07422249528426159
45,0.5448226686096191,80.976,0.15836078004763865,6.9055479072570805,13.74,0.07401276540152635
46,0.5375920277309417,81.31,0.1601092760520213,2.119861279296875,42.91,0.07504659362986119
47,0.538216056022644,81.312,0.15787603666105537,2.224821107673645,40.28,0.07424347008330913
48,0.5381362983512878,81.304,0.1580143060220782,9.372021987915039,10.67,0.07358091994176937
49,0.5310326029205322,81.591995,0.15722324964030623,13.85170902862549,27.029999,0.07365793216077587
50,0.5390733344650268,81.416,0.15773162268616658,4.201056879425049,25.67,0.07432674456246291
51,0.5325910896110535,81.562,0.15834487856501508,3.1668296085357666,17.88,0.0743130611467965
52,0.5268469435501099,81.604,0.16050701007208862,5.63303888092041,21.49,0.07416771333428877
53,0.5296418203353882,81.638,0.15805603415155045,3.9414615547180176,31.55,0.0735133659990528
54,0.5269883750534058,81.734,0.1585147777176879,3.8120875946044923,28.08,0.07421826109101501
55,0.5249514893913269,81.771996,0.15886943602500975,2.567047014808655,42.57,0.07454237153258504
56,0.5271350831794739,81.706,0.15810367091537436,2.9881440036773683,24.66,0.07407440113115914
57,0.5221405124855042,81.848,0.15889779746989766,1.1428177522659302,60.6,0.07587743409072296
58,0.5245098847770691,81.911995,0.15881770712030513,2.4818858180999754,24.43,0.07616662979125977
59,0.5231837817573547,81.785995,0.15805605305430223,3.754441239929199,20.16,0.07395732855495019
60,0.5199350275421143,81.944,0.15833738941670683,5.498653730773926,19.83,0.07392014732843713
61,0.5248294218826294,81.785995,0.15836200445814205,2.6426743350982664,26.75,0.07402209994159167
62,0.5208534475898743,81.79,0.15853965495858352,6.412539556121827,18.779999,0.07451255713837056
63,0.5153916023349762,82.133995,0.15930558409532317,2.101872264480591,40.239998,0.07385007339187816
64,0.518935628376007,81.953995,0.15926478342022127,2.431272456359863,38.05,0.07645192327378672
65,0.5225193693161011,81.834,0.15776701900355347,5.659524887084961,12.5199995,0.07334525675713262
66,0.5217647266578674,81.762,0.1578757177533396,2.5232259090423583,25.84,0.07479904271379302
67,0.5161668541717529,82.096,0.158230022396273,2.992697243499756,33.17,0.07359885867637923
68,0.5140884224605561,82.02,0.15905992027438814,5.686107515716553,15.32,0.07565617259544662
69,0.515541425037384,82.093994,0.1579041127353678,1.770462191772461,46.949997,0.07394462295725376
70,0.5085475915145874,82.425995,0.1582445287338608,10.219744337463379,16.539999,0.07562396797952772
71,0.5087448859596252,82.266,0.15866209661869138,4.4491545066833496,15.969999,0.07433179360401782
72,0.5077041427230835,82.528,0.15801752436801295,5.065845096588135,14.96,0.07447806491127497
73,0.5079823889255524,82.234,0.15833568816904522,11.657109045410156,10.45,0.0744153246094909
74,0.5070589198207855,82.534,0.15933129976472588,2.7575081314086916,29.25,0.07559201988992811
75,0.5167051408386231,82.028,0.15878583403194652,2.727587697982788,30.58,0.07386418233943891
76,0.5093867935943603,82.264,0.15804143634903461,3.9516363655090334,18.56,0.073100044757505
77,0.5034462038898468,82.682,0.15891376175843847,2.535852265548706,26.64,0.07383418083190918
78,0.5033851882362366,82.551994,0.15836235019557007,2.072788780975342,39.469997,0.07385704487184935
79,0.5019747095584869,82.576,0.1586447371851148,12.696316976928712,11.17,0.07625893701480914
80,0.3739988261604309,86.934,0.1577650909228703,0.9837370624542237,69.85,0.07399992701373523
81,0.32950522117614744,88.456,0.15821461299496234,0.6511217100143433,79.15,0.07433597649200054
82,0.30884275626182556,89.172,0.15907614127449368,2.433543098831177,44.7,0.07429494737069818
83,0.30057902831077576,89.526,0.159614855676051,0.4541711823940277,84.96,0.07311271715767775
84,0.2862704950428009,90.007996,0.158461276832444,0.8950147933959961,72.67,0.07358194001113312
85,0.27264624660491943,90.5,0.1593004724253779,32.44920759582519,15.339999,0.0737441612195365
86,0.26872864983558653,90.514,0.15835645070771123,0.4703527885913849,84.579994,0.07470751110511491
