epoch,train_loss,train_top1_acc,train_time,test_loss,test_top1_acc,test_time
0,1.7879383254241943,34.424,0.15404231895876053,1.4351208406448364,47.42,0.06941539124597478
1,1.1988653201293946,56.68,0.10681656498433378,1.2318490135192872,58.26,0.03689222697970233
2,0.928532139263153,67.084,0.10644566677415462,0.9410525247573852,67.5,0.0373186702969708
3,0.7533518824386597,73.906,0.10689489493894455,0.8735609955787659,71.77,0.03666671921935263
4,0.6609109628486634,77.056,0.1064231981096975,0.6533499552726746,77.67,0.037000438835047465
5,0.5980361726570129,79.32,0.1066361619993244,0.6104603332042694,79.03,0.03722990615458428
6,0.5507602700710297,80.93,0.1069026645796988,0.6283691651821136,78.67,0.03572380391857292
7,0.5165751509475708,82.093994,0.10804724754274958,0.5490863096237183,81.45,0.0369767267492753
8,0.48837390340805054,83.082,0.10666417099935624,0.5018061773777008,82.92,0.03716862654384179
9,0.456143447227478,84.231995,0.1063867371405482,0.5463626221656799,82.329994,0.036946197099323515
10,0.43454135107040404,84.937996,0.10660498709324985,0.5041257758140564,83.159996,0.03727068780343744
11,0.4184712979888916,85.577995,0.10657792506010635,0.491761626625061,83.369995,0.036804567409467095
12,0.3988674683189392,86.206,0.10675304503087192,0.4729064456939697,84.2,0.0368284726444679
13,0.38796139087677,86.638,0.10615189605966553,0.41280940747261047,85.88,0.03638036945198156
14,0.37053755102157593,87.098,0.10610805448058926,0.45305690023899076,84.5,0.035773959340928474
15,0.3630345997619629,87.532,0.10703416004815065,0.4284470465660095,85.65,0.03674462475354159
16,0.35544897324562075,87.698,0.10776464164714374,0.4121696167945862,86.479996,0.037106682982625844
17,0.3441100816822052,88.166,0.10663347049137516,0.40759741187095644,86.61,0.03689477413515501
18,0.336706553068161,88.329994,0.10684896856927506,0.5055153412818909,84.03,0.03725254686572884
19,0.32752465987205504,88.726,0.10632038604268028,0.4040639949798584,86.53,0.036949239199674584
20,0.3166874743843079,89.116,0.10616689569809858,0.42451359257698057,86.04,0.03679616541802129
21,0.3150998527336121,88.993996,0.10651719722601459,0.3856806135654449,87.409996,0.03708298598663717
22,0.3114630397605896,89.28,0.1065438373009567,0.401169308924675,86.729996,0.035180571713025056
23,0.30022135091781615,89.759995,0.1066499573495382,0.4337793643951416,85.409996,0.03660525551325158
24,0.299137222700119,89.692,0.10670064599312784,0.37008175287246703,87.82,0.037581286852872826
25,0.2948450706386566,89.734,0.107703884544275,0.42973282480239866,85.89,0.03691872765746298
26,0.28541699291706085,90.135994,0.10636880025839257,0.3859039704322815,87.4,0.03593115565143054
27,0.2843494818115234,90.034,0.10601546026556694,0.3866947585105896,87.43,0.03639410115495513
28,0.2823141694641113,90.116,0.10616883475457312,0.378430467414856,87.6,0.037072661556775056
29,0.2718467764663696,90.652,0.10669458918559277,0.38687049341201785,87.67,0.03644196293022059
30,0.2765631075382233,90.276,0.10646456891618421,0.35653955750465394,88.18,0.036498250840585444
31,0.27117805030822756,90.658,0.10632090434393919,0.360697928237915,88.22,0.036576645283759396
32,0.2639545727825165,90.752,0.10662557158018927,0.36433026342391966,88.07,0.03678860241853738
33,0.26822259207725524,90.67,0.10672587628864572,0.3641677412033081,88.02,0.03707707984538018
34,0.26439288884162904,90.75,0.10792239791596941,0.3577634874343872,88.35,0.0369754048842418
35,0.26330354293823244,90.822,0.10655136547430093,0.40383739509582517,87.04,0.03677648230444027
36,0.26197208361625673,90.958,0.10642370543516505,0.39423828382492065,87.09,0.03690754612789878
37,0.2594024766921997,91.006,0.10600830587889533,0.3710244417667389,87.299995,0.03688945649545404
38,0.25842028412818907,91.009995,0.10590022970038607,0.3381798848867416,88.63,0.0361632063419004
39,0.2529139921331406,91.24,0.10703318198318676,0.3437616862535477,88.45,0.037421301950382284
40,0.2556642369365692,91.201996,0.10674189972450666,0.35738367195129395,88.47,0.0369839457016957
41,0.2553119034862518,91.054,0.10609299569483609,0.3598923590183258,87.829994,0.03740635702881632
42,0.256615342130661,91.116,0.10653333590768488,0.36797404737472533,87.96,0.037305690065214905
43,0.25075582679748537,91.271996,0.108171178251886,0.33142942290306093,89.11,0.03648778456675855
44,0.2529100953578949,91.21,0.10613750008975759,0.33679769158363343,89.0,0.03663533246969875
45,0.24502082710266113,91.474,0.1063781187052617,0.4246313742160797,86.36,0.03616339647317234
46,0.2507437467670441,91.22,0.106491860221414,0.36530345273017883,87.57,0.0360219116452374
47,0.25153331939697265,91.172,0.10714716496674911,0.43325744733810423,85.81,0.03660612166682376
48,0.2439420343875885,91.506,0.10709684767076731,0.39439327840805055,87.32,0.03681063048447235
49,0.24838469807624816,91.481995,0.1064847710797244,0.36455404114723206,88.42,0.03672458853902696
50,0.24781868310928346,91.45,0.10663497966268788,0.3403021010875702,88.549995,0.03712119633638406
51,0.24441322547912597,91.548,0.10646041396938627,0.37929510021209717,87.42,0.03682132310505155
52,0.24650308771133422,91.551994,0.10769745273053494,0.33698448741436005,88.82,0.03688792940936511
53,0.24135884598255158,91.602,0.10668282496654774,0.3390349886894226,88.74,0.03761436365827729
54,0.24130611300468444,91.5,0.10628022623184087,0.39172902975082396,87.2,0.033796322496631476
55,0.2399686278438568,91.568,0.10745156695470785,0.42689891510009764,86.5,0.03754016115695615
56,0.24365762184143067,91.563995,0.1065436080288704,0.3381410044670105,88.67,0.03706392457213583
57,0.24157685633659362,91.694,0.10660174862503091,0.3259060891866684,89.17,0.03761755967441993
58,0.2367990112400055,91.724,0.10629431244052584,0.3983650444030762,87.02,0.03744979146160657
59,0.23922273365974425,91.661995,0.10698780013472223,0.3305791638851166,89.24,0.03697903850410558
60,0.238230884513855,91.714,0.10656284127393952,0.3507224892377853,88.53,0.03700481185430213
61,0.23820400768756866,91.644,0.10813888320532601,0.3459564962387085,88.71,0.03723424597631527
62,0.23580305088996886,91.904,0.10654861298973298,0.35537420024871824,88.2,0.03660428976710839
63,0.23473721665382385,91.885994,0.10755708333476426,0.35650143036842347,88.42,0.03685377821137634
